Time,GND_truth_X1,GND_truth_Y1,GND_truth_X2,GND_truth_Y2,est_X1,est_Y1,est_X2,est_Y2,
1.63019e+09,229.304,104.382,130.553,103.996,230.028,107.485,126.022,110.012,
1.63019e+09,229.304,104.382,130.599,104.298,230.028,107.485,126.022,110.012,
1.63019e+09,229.212,104.988,130.686,104.909,230.028,107.485,126.022,110.012,
1.63019e+09,229.212,104.988,130.686,104.909,230.028,107.485,126.022,110.012,
1.63019e+09,229.168,105.302,130.728,105.226,230.028,107.485,126.022,110.012,
1.63019e+09,229.083,105.95,130.809,105.879,230.028,107.485,126.022,110.012,
1.63019e+09,229.043,106.277,130.848,106.209,230.028,107.485,126.022,110.012,
1.63019e+09,229.043,106.277,130.848,106.209,229.714,107.135,127.106,109.463,
1.63019e+09,228.968,106.926,130.92,106.864,229.714,107.135,127.106,109.463,
1.63019e+09,228.932,107.252,130.92,106.864,229.714,107.135,127.106,109.463,
1.63019e+09,228.932,107.252,130.955,107.192,229.714,107.135,127.106,109.463,
1.63019e+09,228.865,107.916,131.02,107.863,229.714,107.135,127.106,109.463,
1.63019e+09,228.865,107.916,131.02,107.863,229.714,107.135,127.106,109.463,
1.63019e+09,228.802,108.589,131.081,108.542,229.714,107.135,127.106,109.463,
1.63019e+09,228.773,108.921,131.109,108.876,229.714,107.135,127.106,109.463,
1.63019e+09,228.746,109.249,131.137,109.208,229.714,107.135,127.106,109.463,
1.63019e+09,228.746,109.249,131.137,109.208,229.522,107.289,128.108,109.42,
1.63019e+09,228.719,109.578,131.163,109.539,229.522,107.289,128.108,109.42,
1.63019e+09,228.67,110.244,131.212,110.211,229.522,107.289,128.108,109.42,
1.63019e+09,228.67,110.244,131.212,110.211,229.522,107.289,128.108,109.42,
1.63019e+09,228.647,110.579,131.235,110.549,229.522,107.289,128.108,109.42,
1.63019e+09,228.625,110.91,131.257,110.882,229.522,107.289,128.108,109.42,
1.63019e+09,228.585,111.553,131.278,111.209,229.522,107.289,128.108,109.42,
1.63019e+09,228.585,111.553,131.298,111.531,229.522,107.289,128.108,109.42,
1.63019e+09,228.549,112.188,131.335,112.171,229.419,107.842,128.996,109.779,
1.63019e+09,228.549,112.188,131.335,112.171,229.419,107.842,128.996,109.779,
1.63019e+09,228.517,112.821,131.352,112.491,229.419,107.842,128.996,109.779,
1.63019e+09,228.502,113.131,131.368,112.809,229.419,107.842,128.996,109.779,
1.63019e+09,228.502,113.131,131.383,113.122,229.419,107.842,128.996,109.779,
1.63019e+09,228.476,113.726,131.411,113.722,229.419,107.842,128.996,109.779,
1.63019e+09,228.465,114.014,131.423,114.013,229.419,107.842,128.996,109.779,
1.63019e+09,228.454,114.299,131.423,114.013,229.419,107.842,128.996,109.779,
1.63019e+09,228.454,114.299,131.435,114.3,229.419,107.842,128.996,109.779,
